question,tsne1,tsne2,question_type,question_type_id,kmeans_k6,dbscan_e2_s7
What are the treatments for X-linked juvenile retinoschisis ?,-44.50917,31.025574,treatment,11,4,-1
What is (are) dystrophic epidermolysis bullosa ?,6.163229,-48.46229,information,6,5,1157
How many people are affected by dystrophic epidermolysis bullosa ?,6.163267,-48.462208,frequency,4,5,1157
What are the genetic changes related to dystrophic epidermolysis bullosa ?,6.163267,-48.46221,genetic_changes,5,5,1157
Is dystrophic epidermolysis bullosa inherited ?,6.1632323,-48.462284,inheritance,7,5,1157
What are the treatments for dystrophic epidermolysis bullosa ?,6.163231,-48.462288,treatment,11,5,1157
What is (are) neurohypophyseal diabetes insipidus ?,37.994934,-19.832682,information,6,2,-1
How many people are affected by neurohypophyseal diabetes insipidus ?,37.994926,-19.832684,frequency,4,2,-1
What are the genetic changes related to neurohypophyseal diabetes insipidus ?,37.994926,-19.832684,genetic_changes,5,2,-1
Is neurohypophyseal diabetes insipidus inherited ?,37.99493,-19.832684,inheritance,7,2,-1
What are the treatments for neurohypophyseal diabetes insipidus ?,37.99493,-19.832684,treatment,11,2,-1
What is (are) Miller-Dieker syndrome ?,-58.27064,-40.37417,information,6,3,-1
How many people are affected by Miller-Dieker syndrome ?,-58.270634,-40.37416,frequency,4,3,-1
What are the genetic changes related to Miller-Dieker syndrome ?,-58.270634,-40.37416,genetic_changes,5,3,-1
Is Miller-Dieker syndrome inherited ?,-58.270638,-40.374165,inheritance,7,3,-1
What are the treatments for Miller-Dieker syndrome ?,-58.27065,-40.37417,treatment,11,3,-1
What is (are) Ochoa syndrome ?,-3.9148278,-33.384792,information,6,5,1123
How many people are affected by Ochoa syndrome ?,-3.914828,-33.384796,frequency,4,5,1123
What are the genetic changes related to Ochoa syndrome ?,-3.9148278,-33.384796,genetic_changes,5,5,1123
Is Ochoa syndrome inherited ?,-3.9148276,-33.384792,inheritance,7,5,1123
What are the treatments for Ochoa syndrome ?,-3.9148278,-33.384796,treatment,11,5,1123
What is (are) adult polyglucosan body disease ?,-40.828815,-20.569818,information,6,3,-1
How many people are affected by adult polyglucosan body disease ?,-40.828823,-20.569817,frequency,4,3,-1
What are the genetic changes related to adult polyglucosan body disease ?,-40.828823,-20.569817,genetic_changes,5,3,-1
Is adult polyglucosan body disease inherited ?,-40.828823,-20.569817,inheritance,7,3,-1
What are the treatments for adult polyglucosan body disease ?,-40.828815,-20.569817,treatment,11,3,-1
What is (are) leukocyte adhesion deficiency type 1 ?,-35.23356,19.273415,information,6,4,-1
How many people are affected by leukocyte adhesion deficiency type 1 ?,-35.23356,19.273415,frequency,4,4,-1
What are the genetic changes related to leukocyte adhesion deficiency type 1 ?,-35.233555,19.273413,genetic_changes,5,4,-1
Is leukocyte adhesion deficiency type 1 inherited ?,-35.233562,19.273415,inheritance,7,4,-1
What are the treatments for leukocyte adhesion deficiency type 1 ?,-35.23356,19.27341,treatment,11,4,-1
What is (are) Carpenter syndrome ?,-13.26207,33.984962,information,6,4,-1
How many people are affected by Carpenter syndrome ?,-13.262071,33.984962,frequency,4,4,-1
What are the genetic changes related to Carpenter syndrome ?,-13.26207,33.984962,genetic_changes,5,4,-1
Is Carpenter syndrome inherited ?,-13.262071,33.98496,inheritance,7,4,-1
What are the treatments for Carpenter syndrome ?,-13.262071,33.98496,treatment,11,4,-1
What is (are) von Willebrand disease ?,-6.8519554,-56.43152,information,6,5,1089
How many people are affected by von Willebrand disease ?,-6.85197,-56.431534,frequency,4,5,1089
What are the genetic changes related to von Willebrand disease ?,-6.8519697,-56.431534,genetic_changes,5,5,1089
Is von Willebrand disease inherited ?,-6.8515134,-56.431087,inheritance,7,5,1089
What are the treatments for von Willebrand disease ?,-6.851957,-56.431522,treatment,11,5,1089
What is (are) X-linked adrenoleukodystrophy ?,24.588972,38.916855,information,6,1,-1
How many people are affected by X-linked adrenoleukodystrophy ?,24.588984,38.916824,frequency,4,1,-1
What are the genetic changes related to X-linked adrenoleukodystrophy ?,24.588984,38.916824,genetic_changes,5,1,-1
Is X-linked adrenoleukodystrophy inherited ?,24.588963,38.916855,inheritance,7,1,-1
What are the treatments for X-linked adrenoleukodystrophy ?,24.588959,38.91686,treatment,11,1,-1
What is (are) hypomyelination and congenital cataract ?,-50.990665,15.611469,information,6,4,-1
How many people are affected by hypomyelination and congenital cataract ?,-50.990665,15.611469,frequency,4,4,-1
What are the genetic changes related to hypomyelination and congenital cataract ?,-50.990665,15.611469,genetic_changes,5,4,-1
Is hypomyelination and congenital cataract inherited ?,-50.99067,15.611469,inheritance,7,4,-1
What are the treatments for hypomyelination and congenital cataract ?,-50.990665,15.611469,treatment,11,4,-1
What is (are) congenital stromal corneal dystrophy ?,-21.346466,-41.320534,information,6,3,-1
How many people are affected by congenital stromal corneal dystrophy ?,-21.346468,-41.320534,frequency,4,3,-1
What are the genetic changes related to congenital stromal corneal dystrophy ?,-21.346468,-41.320534,genetic_changes,5,3,-1
Is congenital stromal corneal dystrophy inherited ?,-21.346464,-41.320534,inheritance,7,3,-1
What are the treatments for congenital stromal corneal dystrophy ?,-21.346464,-41.320534,treatment,11,3,-1
What is (are) autosomal recessive congenital methemoglobinemia ?,-18.682306,-28.028452,information,6,3,0
How many people are affected by autosomal recessive congenital methemoglobinemia ?,-18.68231,-28.028456,frequency,4,3,0
What are the genetic changes related to autosomal recessive congenital methemoglobinemia ?,-18.682312,-28.028456,genetic_changes,5,3,0
Is autosomal recessive congenital methemoglobinemia inherited ?,-18.682308,-28.02845,inheritance,7,3,0
What are the treatments for autosomal recessive congenital methemoglobinemia ?,-18.682293,-28.02843,treatment,11,3,0
What is (are) tetra-amelia syndrome ?,-9.922529,-51.26166,information,6,5,1158
How many people are affected by tetra-amelia syndrome ?,-9.922081,-51.262054,frequency,4,5,1158
What are the genetic changes related to tetra-amelia syndrome ?,-9.922085,-51.26206,genetic_changes,5,5,1158
Is tetra-amelia syndrome inherited ?,-9.922263,-51.261894,inheritance,7,5,1158
What are the treatments for tetra-amelia syndrome ?,-9.922501,-51.261696,treatment,11,5,1158
What is (are) congenital bilateral absence of the vas deferens ?,66.82469,-63.643234,information,6,5,1159
How many people are affected by congenital bilateral absence of the vas deferens ?,66.816925,-63.640896,frequency,4,5,1159
What are the genetic changes related to congenital bilateral absence of the vas deferens ?,66.816925,-63.640892,genetic_changes,5,5,1159
Is congenital bilateral absence of the vas deferens inherited ?,66.82469,-63.64324,inheritance,7,5,1159
What are the treatments for congenital bilateral absence of the vas deferens ?,66.8223,-63.642513,treatment,11,5,1159
What is (are) mevalonate kinase deficiency ?,-33.791077,34.51929,information,6,4,1160
How many people are affected by mevalonate kinase deficiency ?,-33.791084,34.5193,frequency,4,4,1160
What are the genetic changes related to mevalonate kinase deficiency ?,-33.79109,34.5193,genetic_changes,5,4,1160
Is mevalonate kinase deficiency inherited ?,-33.791485,34.51955,inheritance,7,4,1160
What are the treatments for mevalonate kinase deficiency ?,-33.791065,34.519287,treatment,11,4,1160
What is (are) restless legs syndrome ?,19.063993,41.73878,information,6,1,-1
How many people are affected by restless legs syndrome ?,19.063978,41.738758,frequency,4,1,-1
What are the genetic changes related to restless legs syndrome ?,19.063978,41.73876,genetic_changes,5,1,-1
Is restless legs syndrome inherited ?,19.063984,41.73877,inheritance,7,1,-1
What are the treatments for restless legs syndrome ?,19.063995,41.738773,treatment,11,1,-1
What is (are) arginase deficiency ?,19.471548,-44.44022,information,6,5,1161
How many people are affected by arginase deficiency ?,19.471582,-44.440952,frequency,4,5,1161
What are the genetic changes related to arginase deficiency ?,19.47158,-44.44095,genetic_changes,5,5,1161
Is arginase deficiency inherited ?,19.471596,-44.441235,inheritance,7,5,1161
What are the treatments for arginase deficiency ?,19.471546,-44.440205,treatment,11,5,1161
What is (are) congenital generalized lipodystrophy ?,-10.762163,-29.197779,information,6,0,0
How many people are affected by congenital generalized lipodystrophy ?,-10.762162,-29.197779,frequency,4,0,0
What are the genetic changes related to congenital generalized lipodystrophy ?,-10.762162,-29.19778,genetic_changes,5,0,0
Is congenital generalized lipodystrophy inherited ?,-10.762161,-29.197775,inheritance,7,0,0
What are the treatments for congenital generalized lipodystrophy ?,-10.762162,-29.197775,treatment,11,0,0
What is (are) factor XIII deficiency ?,20.310314,-36.073975,information,6,5,1162
How many people are affected by factor XIII deficiency ?,20.310532,-36.074265,frequency,4,5,1162
What are the genetic changes related to factor XIII deficiency ?,20.310532,-36.074265,genetic_changes,5,5,1162
Is factor XIII deficiency inherited ?,20.31062,-36.074383,inheritance,7,5,1162
What are the treatments for factor XIII deficiency ?,20.308905,-36.072178,treatment,11,5,1162
What is (are) generalized arterial calcification of infancy ?,-31.236235,20.929924,information,6,4,-1
How many people are affected by generalized arterial calcification of infancy ?,-31.23623,20.92992,frequency,4,4,-1
What are the genetic changes related to generalized arterial calcification of infancy ?,-31.23623,20.92992,genetic_changes,5,4,-1
Is generalized arterial calcification of infancy inherited ?,-31.236235,20.92992,inheritance,7,4,-1
What are the treatments for generalized arterial calcification of infancy ?,-31.236235,20.929924,treatment,11,4,-1
What is (are) 9q22.3 microdeletion ?,26.544394,13.493493,information,6,0,-1
How many people are affected by 9q22.3 microdeletion ?,26.544397,13.493493,frequency,4,0,-1
What are the genetic changes related to 9q22.3 microdeletion ?,26.544395,13.493492,genetic_changes,5,0,-1
Is 9q22.3 microdeletion inherited ?,26.544395,13.493492,inheritance,7,0,-1
What are the treatments for 9q22.3 microdeletion ?,26.544395,13.493493,treatment,11,0,-1
What is (are) Langer mesomelic dysplasia ?,32.464638,-14.363285,information,6,2,-1
How many people are affected by Langer mesomelic dysplasia ?,32.464634,-14.363285,frequency,4,2,-1
What are the genetic changes related to Langer mesomelic dysplasia ?,32.46463,-14.363286,genetic_changes,5,2,-1
Is Langer mesomelic dysplasia inherited ?,32.464626,-14.363285,inheritance,7,2,-1
What are the treatments for Langer mesomelic dysplasia ?,32.464634,-14.363285,treatment,11,2,-1
What is (are) amelogenesis imperfecta ?,-25.798464,-40.13011,information,6,3,1163
How many people are affected by amelogenesis imperfecta ?,-25.79957,-40.13183,frequency,4,3,1163
What are the genetic changes related to amelogenesis imperfecta ?,-25.799566,-40.131824,genetic_changes,5,3,1163
Is amelogenesis imperfecta inherited ?,-25.8279,-40.16592,inheritance,7,3,1163
What are the treatments for amelogenesis imperfecta ?,-25.798567,-40.130234,treatment,11,3,1163
What is (are) lymphangioleiomyomatosis ?,-53.15842,-46.700382,information,6,3,-1
How many people are affected by lymphangioleiomyomatosis ?,-53.15842,-46.700382,frequency,4,3,-1
What are the genetic changes related to lymphangioleiomyomatosis ?,-53.158424,-46.700386,genetic_changes,5,3,-1
Is lymphangioleiomyomatosis inherited ?,-53.15842,-46.700382,inheritance,7,3,-1
What are the treatments for lymphangioleiomyomatosis ?,-53.15842,-46.70039,treatment,11,3,-1
What is (are) benign chronic pemphigus ?,-5.500689,30.585205,information,6,0,-1
How many people are affected by benign chronic pemphigus ?,-5.500689,30.585203,frequency,4,0,-1
What are the genetic changes related to benign chronic pemphigus ?,-5.500689,30.585203,genetic_changes,5,0,-1
Is benign chronic pemphigus inherited ?,-5.500689,30.585205,inheritance,7,0,-1
What are the treatments for benign chronic pemphigus ?,-5.500693,30.585236,treatment,11,0,-1
What is (are) Usher syndrome ?,18.588938,-31.040157,information,6,5,1102
How many people are affected by Usher syndrome ?,18.588936,-31.04016,frequency,4,5,1102
What are the genetic changes related to Usher syndrome ?,18.588936,-31.040155,genetic_changes,5,5,1102
Is Usher syndrome inherited ?,18.588936,-31.040155,inheritance,7,5,1102
What are the treatments for Usher syndrome ?,18.588936,-31.040157,treatment,11,5,1102
What is (are) Wiskott-Aldrich syndrome ?,-48.54667,-44.317875,information,6,3,-1
How many people are affected by Wiskott-Aldrich syndrome ?,-48.546673,-44.317875,frequency,4,3,-1
What are the genetic changes related to Wiskott-Aldrich syndrome ?,-48.54667,-44.317875,genetic_changes,5,3,-1
Is Wiskott-Aldrich syndrome inherited ?,-48.54667,-44.317875,inheritance,7,3,-1
What are the treatments for Wiskott-Aldrich syndrome ?,-48.54667,-44.317875,treatment,11,3,-1
What is (are) juvenile primary osteoporosis ?,30.665892,18.197424,information,6,2,-1
How many people are affected by juvenile primary osteoporosis ?,30.66349,18.195543,frequency,4,2,-1
What are the genetic changes related to juvenile primary osteoporosis ?,30.663525,18.195576,genetic_changes,5,2,-1
Is juvenile primary osteoporosis inherited ?,30.665169,18.196804,inheritance,7,2,-1
What are the treatments for juvenile primary osteoporosis ?,30.670319,18.200518,treatment,11,2,-1
What is (are) capillary malformation-arteriovenous malformation syndrome ?,-7.81409,-32.38278,information,6,0,1109
How many people are affected by capillary malformation-arteriovenous malformation syndrome ?,-7.8140903,-32.382774,frequency,4,0,1109
What are the genetic changes related to capillary malformation-arteriovenous malformation syndrome ?,-7.81409,-32.38278,genetic_changes,5,0,1109
Is capillary malformation-arteriovenous malformation syndrome inherited ?,-7.81409,-32.38278,inheritance,7,0,1109
What are the treatments for capillary malformation-arteriovenous malformation syndrome ?,-7.81409,-32.382774,treatment,11,0,1109
What is (are) cardiofaciocutaneous syndrome ?,-3.7826262,-54.685898,information,6,5,1164
How many people are affected by cardiofaciocutaneous syndrome ?,-3.7826927,-54.68622,frequency,4,5,1164
What are the genetic changes related to cardiofaciocutaneous syndrome ?,-3.7826924,-54.68622,genetic_changes,5,5,1164
Is cardiofaciocutaneous syndrome inherited ?,-3.7825425,-54.685772,inheritance,7,5,1164
What are the treatments for cardiofaciocutaneous syndrome ?,-3.7823782,-54.685574,treatment,11,5,1164
What is (are) Emanuel syndrome ?,36.54393,-21.667603,information,6,2,-1
